"hgnc_symbol","ensembl_gene_id"
"DEPDC5","ENSG00000100150"
"TPTEP1","ENSG00000100181"
"SLC5A4","ENSG00000100191"
"TCF20","ENSG00000100207"
"XBP1","ENSG00000100219"
"GTPBP1","ENSG00000100226"
"TIMP3","ENSG00000100234"
"PPP6R2","ENSG00000100239"
"SBF1","ENSG00000100241"
"SUN2","ENSG00000100242"
"MIOX","ENSG00000100253"
"PACSIN2","ENSG00000100266"
"NEFH","ENSG00000100285"
"CHKB","ENSG00000100288"
"MCM5","ENSG00000100297"
"TAB1","ENSG00000100324"
"MTMR3","ENSG00000100330"
"MIEF1","ENSG00000100335"
"PNPLA5","ENSG00000100341"
"MYH9","ENSG00000100345"
"CACNA1I","ENSG00000100346"
"EIF3D","ENSG00000100353"
"SGSM3","ENSG00000100359"
"NCF4","ENSG00000100365"
"CSF2RB","ENSG00000100368"
"FAM118A","ENSG00000100376"
"IL2RB","ENSG00000100385"
"L3MBTL2","ENSG00000100395"
"CHADL","ENSG00000100399"
"TRMU","ENSG00000100416"
"PMM1","ENSG00000100417"
"BRD1","ENSG00000100425"
"KCNK10","ENSG00000100433"
"ABHD4","ENSG00000100439"
"KHNYN","ENSG00000100441"
"SDR39U1","ENSG00000100445"
"RBM23","ENSG00000100461"
"POLE2","ENSG00000100479"
"PYGL","ENSG00000100504"
"TRIM9","ENSG00000100505"
"CGRRF1","ENSG00000100532"
"ATP6V1D","ENSG00000100554"
"PIGH","ENSG00000100564"
"C14orf166B","ENSG00000100565"
"TMED8","ENSG00000100580"
"SAMD15","ENSG00000100583"
"DAAM1","ENSG00000100592"
"RIN3","ENSG00000100599"
"LGMN","ENSG00000100600"
"ASB2","ENSG00000100628"
"CEP128","ENSG00000100629"
"HIF1A","ENSG00000100644"
"SLC8A3","ENSG00000100678"
"DICER1","ENSG00000100697"
"TELO2","ENSG00000100726"
"PCNX","ENSG00000100731"
"PSMB5","ENSG00000100804"
"ACIN1","ENSG00000100813"
"APEX1","ENSG00000100823"
"EFS","ENSG00000100842"
"SRP54","ENSG00000100883"
"CPNE6","ENSG00000100884"
"CHD8","ENSG00000100888"
"PSME2","ENSG00000100911"
"REC8","ENSG00000100918"
"TM9SF1","ENSG00000100926"
"GMPR2","ENSG00000100938"
"PNN","ENSG00000100941"
"PCIF1","ENSG00000100982"
"MMP9","ENSG00000100985"
"TRPC4AP","ENSG00000100991"
"GINS1","ENSG00000101003"
"CD40","ENSG00000101017"
"UQCC1","ENSG00000101019"
"NFATC2","ENSG00000101096"
"RIMS4","ENSG00000101098"
"PABPC1L","ENSG00000101104"
"STK4","ENSG00000101109"
"CSTF1","ENSG00000101138"
"BMP7","ENSG00000101144"
"TPD52L2","ENSG00000101150"
"DNAJC5","ENSG00000101152"
"NELFCD","ENSG00000101158"
"TUBB1","ENSG00000101162"
"MTG2","ENSG00000101181"
"MRGBP","ENSG00000101189"
"DIDO1","ENSG00000101191"
"GID8","ENSG00000101193"
"BIRC7","ENSG00000101197"
"NKAIN4","ENSG00000101198"
"ARFGAP1","ENSG00000101199"
"COL20A1","ENSG00000101203"
"CHRNA4","ENSG00000101204"
"EEF1A2","ENSG00000101210"
"SPEF1","ENSG00000101222"
"CDC25B","ENSG00000101224"
"SEL1L2","ENSG00000101251"
"RASSF2","ENSG00000101265"
"RSPO4","ENSG00000101282"
"PROKR2","ENSG00000101292"
"HM13","ENSG00000101294"
"SNPH","ENSG00000101298"
"FERMT1","ENSG00000101311"
"HAO1","ENSG00000101323"
"CCM2L","ENSG00000101331"
"HCK","ENSG00000101336"
"POFUT1","ENSG00000101346"
"CDK5RAP1","ENSG00000101391"
"SNTA1","ENSG00000101400"
"TTI1","ENSG00000101407"
"RPRD1B","ENSG00000101413"
"PXMP4","ENSG00000101417"
"SLC32A1","ENSG00000101438"
"ACTR5","ENSG00000101442"
"AHCY","ENSG00000101444"
"MAP1LC3A","ENSG00000101460"
"PIGU","ENSG00000101464"
"CELF4","ENSG00000101489"
"CDH20","ENSG00000101542"
"LPIN2","ENSG00000101577"
"SMCHD1","ENSG00000101596"
"MYOM1","ENSG00000101605"
"CEP76","ENSG00000101624"
"ST8SIA5","ENSG00000101638"
"CEP192","ENSG00000101639"
"RNMT","ENSG00000101654"
"LIPG","ENSG00000101670"
"LAMA1","ENSG00000101680"
"ANKRD12","ENSG00000101745"
"MIB1","ENSG00000101752"
"MXRA5","ENSG00000101825"
"ATG4A","ENSG00000101844"
"POLA1","ENSG00000101868"
"MID1","ENSG00000101871"
"GUCY2F","ENSG00000101890"
"ALG13","ENSG00000101901"
"TLR8","ENSG00000101916"
"GLRA2","ENSG00000101958"
"STAG2","ENSG00000101972"
"ATP11C","ENSG00000101974"
"MCF2","ENSG00000101977"
"F9","ENSG00000101981"
"ABCD1","ENSG00000101986"
"CACNA1F","ENSG00000102001"
"SYP","ENSG00000102003"
"PLP2","ENSG00000102007"
"SMARCA1","ENSG00000102038"
"RBBP7","ENSG00000102054"
"KCND1","ENSG00000102057"
"FMR1","ENSG00000102081"
"SCML2","ENSG00000102098"
"SLC35A2","ENSG00000102100"
"PQBP1","ENSG00000102103"
"PGK1","ENSG00000102144"
"GATA1","ENSG00000102145"
"PHEX","ENSG00000102174"
"RP2","ENSG00000102218"
"JADE3","ENSG00000102221"
"BRS3","ENSG00000102239"
"HTATSF1","ENSG00000102241"
"GABRE","ENSG00000102287"
"FGD1","ENSG00000102302"
"PIN4","ENSG00000102309"
"PORCN","ENSG00000102312"
"SRPX2","ENSG00000102359"
"ZDHHC15","ENSG00000102383"
"GLA","ENSG00000102393"
"KIAA0226L","ENSG00000102445"
"NALCN","ENSG00000102452"
"HTR2A","ENSG00000102468"
"MLNR","ENSG00000102539"
"CAB39L","ENSG00000102547"
"SGCG","ENSG00000102683"
"SUPT20H","ENSG00000102710"
"FLT1","ENSG00000102755"
"VWA8","ENSG00000102763"
"KATNAL1","ENSG00000102781"
"MSLN","ENSG00000102854"
"TRADD","ENSG00000102871"
"HSF4","ENSG00000102878"
"ELMO3","ENSG00000102890"
"PHKB","ENSG00000102893"
"LYRM1","ENSG00000102897"
"NUP93","ENSG00000102900"
"CENPT","ENSG00000102901"
"TSNAXIP1","ENSG00000102904"
"NFAT5","ENSG00000102908"
"ZNF423","ENSG00000102935"
"CCL17","ENSG00000102970"
"CTCF","ENSG00000102974"
"ACD","ENSG00000102977"
"POLR2C","ENSG00000102978"
"PARD6A","ENSG00000102981"
"MMP15","ENSG00000102996"
"CCDC113","ENSG00000103021"
"PRSS54","ENSG00000103023"
"NME3","ENSG00000103024"
"NDRG4","ENSG00000103034"
"SETD6","ENSG00000103037"
"ESRP2","ENSG00000103067"
"WDR59","ENSG00000103091"
"HCFC1R1","ENSG00000103145"
"HSDL1","ENSG00000103160"
"TAF1C","ENSG00000103168"
"CRISPLD2","ENSG00000103196"
"TSC2","ENSG00000103197"
"NME4","ENSG00000103202"
"ABCC1","ENSG00000103222"
"HAGHL","ENSG00000103253"
"FAM173A","ENSG00000103254"
"METRN","ENSG00000103260"
"RHBDL1","ENSG00000103269"
"MEFV","ENSG00000103313"
"EEF2K","ENSG00000103319"
"CAPN15","ENSG00000103326"
"PIEZO1","ENSG00000103335"
"UBFD1","ENSG00000103353"
"EARS2","ENSG00000103356"
"TCEB2","ENSG00000103363"
"AQP8","ENSG00000103375"
"USP31","ENSG00000103404"
"SALL1","ENSG00000103449"
"RBL2","ENSG00000103479"
"SLC6A2","ENSG00000103546"
"RNF40","ENSG00000103549"
"KNOP1","ENSG00000103550"
"CORO2B","ENSG00000103647"
"CSK","ENSG00000103653"
"AP3B2","ENSG00000103723"
"ACSBG1","ENSG00000103740"
"IGDCC4","ENSG00000103742"
"TTC23","ENSG00000103852"
"KIAA1199","ENSG00000103888"
"RPAP1","ENSG00000103932"
"ZNF106","ENSG00000103994"
"ATP8B4","ENSG00000104043"
"OCA2","ENSG00000104044"
"TGM5","ENSG00000104055"
"SCG3","ENSG00000104112"
"EIF3J","ENSG00000104131"
"SPG11","ENSG00000104133"
"VPS18","ENSG00000104142"
"CSPP1","ENSG00000104218"
"RP1","ENSG00000104237"
"CA2","ENSG00000104267"
"INTS9","ENSG00000104299"
"RIPK2","ENSG00000104312"
"TRPA1","ENSG00000104321"
"CPQ","ENSG00000104324"
"CALB1","ENSG00000104327"
"JPH1","ENSG00000104369"
"RAB2A","ENSG00000104388"
"EIF3E","ENSG00000104408"
"WISP1","ENSG00000104415"
"IL7","ENSG00000104432"
"TRPS1","ENSG00000104447"
"GML","ENSG00000104499"
"GSDMD","ENSG00000104518"
"EEF1D","ENSG00000104529"
"SQLE","ENSG00000104549"
"SH2D4A","ENSG00000104611"
"SLC39A14","ENSG00000104635"
"MTMR9","ENSG00000104643"
"GSR","ENSG00000104687"
"NEFM","ENSG00000104722"
"KLHDC4","ENSG00000104731"
"ADAM2","ENSG00000104755"
"BNIP3L","ENSG00000104765"
"MAN2B1","ENSG00000104774"
"TUBB4A","ENSG00000104833"
"SNRNP70","ENSG00000104852"
"CLPTM1","ENSG00000104853"
"CLASRP","ENSG00000104859"
"PPP1R13L","ENSG00000104881"
"ERCC2","ENSG00000104884"
"DOT1L","ENSG00000104885"
"KLC3","ENSG00000104892"
"SF3A2","ENSG00000104897"
"AMH","ENSG00000104899"
"DKKL1","ENSG00000104901"
"OAZ1","ENSG00000104904"
"DMPK","ENSG00000104936"
"RSPH6A","ENSG00000104941"
"TLE6","ENSG00000104953"
"NOVA2","ENSG00000104967"
"KIR3DX1","ENSG00000104970"
"LILRB1","ENSG00000104972"
"LILRA1","ENSG00000104974"
"C19orf53","ENSG00000104979"
"CCDC61","ENSG00000104983"
"IL27RA","ENSG00000104998"
"TNNT1","ENSG00000105048"
"PPP6R1","ENSG00000105063"
"C19orf44","ENSG00000105072"
"MED26","ENSG00000105085"
"OLFM2","ENSG00000105088"
"AKAP8","ENSG00000105127"
"EPHX3","ENSG00000105131"
"ILVBL","ENSG00000105135"
"ZNF419","ENSG00000105136"
"SYDE1","ENSG00000105137"
"CASP14","ENSG00000105141"
"SLC1A6","ENSG00000105143"
"POP4","ENSG00000105171"
"ANKRD27","ENSG00000105186"
"RPS16","ENSG00000105193"
"PRX","ENSG00000105227"
"PIAS4","ENSG00000105229"
"NUMBL","ENSG00000105245"
"FSD1","ENSG00000105255"
"SLC1A5","ENSG00000105281"
"PRKD2","ENSG00000105287"
"TJP3","ENSG00000105289"
"CACTIN","ENSG00000105298"
"HNRNPUL1","ENSG00000105323"
"DENND3","ENSG00000105339"
"ETFB","ENSG00000105379"
"TYK2","ENSG00000105397"
"NAPA","ENSG00000105402"
"ATP1A3","ENSG00000105409"
"MEIS3","ENSG00000105419"
"PTPRS","ENSG00000105426"
"ZNRF4","ENSG00000105428"
"MEGF8","ENSG00000105429"
"GRIN2D","ENSG00000105464"
"SYNGR4","ENSG00000105467"
"CLEC11A","ENSG00000105472"
"SIGLEC6","ENSG00000105492"
"SIGLEC5","ENSG00000105501"
"HAS1","ENSG00000105509"
"FAM83E","ENSG00000105523"
"RASIP1","ENSG00000105538"
"THEG","ENSG00000105549"
"TNPO2","ENSG00000105576"
"WDR83OS","ENSG00000105583"
"CACNG7","ENSG00000105605"
"LILRB5","ENSG00000105609"
"DNASE2","ENSG00000105612"
"MAST1","ENSG00000105613"
"LENG1","ENSG00000105617"
"JAK3","ENSG00000105639"
"SLC5A5","ENSG00000105641"
"RAB3A","ENSG00000105649"
"ISYNA1","ENSG00000105655"
"ELL","ENSG00000105656"
"CRTC1","ENSG00000105662"
"KMT2B","ENSG00000105663"
"DDX49","ENSG00000105671"
"ATP4A","ENSG00000105675"
"ARMC6","ENSG00000105676"
"MAG","ENSG00000105695"
"TMEM59L","ENSG00000105696"
"HPN","ENSG00000105707"
"ATP13A1","ENSG00000105726"
"SIPA1L3","ENSG00000105738"
"ETHE1","ENSG00000105755"
"AVL9","ENSG00000105778"
"DNAJC2","ENSG00000105821"
"NAMPT","ENSG00000105835"
"PIK3CG","ENSG00000105851"
"SP4","ENSG00000105866"
"DNAH11","ENSG00000105877"
"CBLL1","ENSG00000105879"
"PTN","ENSG00000105894"
"OGDH","ENSG00000105953"
"RNF32","ENSG00000105982"
"LMBR1","ENSG00000105983"
"WNT2","ENSG00000105989"
"HOXA1","ENSG00000105991"
"DNAJB6","ENSG00000105993"
"HOXA2","ENSG00000105996"
"HOXA3","ENSG00000105997"
"IQCE","ENSG00000106012"
"CPED1","ENSG00000106034"
"NOD1","ENSG00000106100"
"CRHR2","ENSG00000106113"
"GHRHR","ENSG00000106128"
"NPTX2","ENSG00000106236"
"PDAP1","ENSG00000106244"
"PTCD1","ENSG00000106246"
"NUDT1","ENSG00000106268"
"PTPRZ1","ENSG00000106278"
"TAF6","ENSG00000106290"
"TFR2","ENSG00000106327"
"FSCN3","ENSG00000106328"
"USP42","ENSG00000106346"
"AGFG2","ENSG00000106351"
"SERPINE1","ENSG00000106366"
"MOGAT3","ENSG00000106384"
"PLOD3","ENSG00000106397"
"RPA3","ENSG00000106399"
"ZNHIT1","ENSG00000106400"
"NRF1","ENSG00000106459"
"AHR","ENSG00000106546"
"TMEM176B","ENSG00000106565"
"GLI3","ENSG00000106571"
"COA1","ENSG00000106603"
"PRKAG2","ENSG00000106617"
"MYL7","ENSG00000106631"
"GCK","ENSG00000106633"
"BCL7B","ENSG00000106635"
"YKT6","ENSG00000106636"
"TBL2","ENSG00000106638"
"GALNTL5","ENSG00000106648"
"SPATA6L","ENSG00000106686"
"LHX2","ENSG00000106689"
"FKTN","ENSG00000106692"
"CNTNAP3","ENSG00000106714"
"NMRK1","ENSG00000106733"
"PRUNE2","ENSG00000106772"
"TRIM14","ENSG00000106785"
"TGFBR1","ENSG00000106799"
"C5","ENSG00000106804"
"TLE4","ENSG00000106829"
"LHX6","ENSG00000106852"
"AKNA","ENSG00000106948"
"DNM1","ENSG00000106976"
"DOCK8","ENSG00000107099"
"KCNT1","ENSG00000107147"
"MPDZ","ENSG00000107186"
"EDF1","ENSG00000107223"
"BAG1","ENSG00000107262"
"SETX","ENSG00000107290"
"ABCA2","ENSG00000107331"
"DVL1","ENSG00000107404"
"GATA3","ENSG00000107485"
"ATRNL1","ENSG00000107518"
"CXCL12","ENSG00000107562"
"CUBN","ENSG00000107611"
"TRDMT1","ENSG00000107614"
"RBP3","ENSG00000107618"
"DDX50","ENSG00000107625"
"SEC23IP","ENSG00000107651"
"UNC5B","ENSG00000107731"
"CDH23","ENSG00000107736"
"PPP3CB","ENSG00000107758"
"TLX1","ENSG00000107807"
"ARHGAP21","ENSG00000107863"
"CPEB3","ENSG00000107864"
"ANKRD26","ENSG00000107890"
"LHPP","ENSG00000107902"
"GTPBP4","ENSG00000107937"
"MTPAP","ENSG00000107951"
"NEURL1","ENSG00000107954"
"SH3PXD2A","ENSG00000107957"
"EBF3","ENSG00000108001"
"GLRX3","ENSG00000108010"
"SORCS1","ENSG00000108018"
"CCDC6","ENSG00000108091"
"RPL28","ENSG00000108107"
"ZMIZ1","ENSG00000108175"
"DNAJC12","ENSG00000108176"
"KRT23","ENSG00000108244"
"FBXL20","ENSG00000108306"
"UBTF","ENSG00000108312"
"CASC3","ENSG00000108349"
"RAPGEFL1","ENSG00000108352"
"RGS9","ENSG00000108370"
"RNF43","ENSG00000108375"
"ASPA","ENSG00000108381"
"TRIM37","ENSG00000108395"
"P2RX1","ENSG00000108405"
"DHX40","ENSG00000108406"
"KRT37","ENSG00000108417"
"KPNB1","ENSG00000108424"
"HOXB6","ENSG00000108511"
"ENO3","ENSG00000108515"
"SLC6A4","ENSG00000108576"
"CCDC47","ENSG00000108588"
"DRG2","ENSG00000108591"
"FTSJ3","ENSG00000108592"
"AKAP10","ENSG00000108599"
"CCL2","ENSG00000108691"
"PEX12","ENSG00000108733"
"HNF1B","ENSG00000108753"
"KAT2A","ENSG00000108773"
"RAB5C","ENSG00000108774"
"NAGLU","ENSG00000108784"
"HSD17B1P1","ENSG00000108785"
"CNTNAP1","ENSG00000108797"
"ABI3","ENSG00000108798"
"COL1A1","ENSG00000108821"
"ALOX12","ENSG00000108839"
"MPP2","ENSG00000108852"
"EFTUD2","ENSG00000108883"
"SLC16A6","ENSG00000108932"
"PRKAR1A","ENSG00000108946"
"YWHAE","ENSG00000108953"
"DPH1","ENSG00000108963"
"MAP2K6","ENSG00000108984"
"MYH1","ENSG00000109061"
"TNFAIP1","ENSG00000109079"
"IFT20","ENSG00000109083"
"FOXN1","ENSG00000109101"
"ALDOC","ENSG00000109107"
"PHF12","ENSG00000109118"
"DCUN1D4","ENSG00000109184"
"LAMTOR3","ENSG00000109270"
"TBC1D9","ENSG00000109436"
"WFS1","ENSG00000109501"
"GRPEL1","ENSG00000109519"
"CPZ","ENSG00000109625"
"FBXW7","ENSG00000109670"
"NEIL3","ENSG00000109674"
"WHSC1","ENSG00000109685"
"HGFAC","ENSG00000109758"
"SNX25","ENSG00000109762"
"LRP2BP","ENSG00000109771"
"UFSP2","ENSG00000109775"
"KLHL5","ENSG00000109790"
"DDX25","ENSG00000109832"
"ZBTB16","ENSG00000109906"
"FNBP4","ENSG00000109920"
"TECTA","ENSG00000109927"
"SC5D","ENSG00000109929"
"DNAJC4","ENSG00000110011"
"SIAE","ENSG00000110013"
"DTX4","ENSG00000110042"
"PUS3","ENSG00000110060"
"DCPS","ENSG00000110063"
"FOXRED1","ENSG00000110074"
"PPP6R3","ENSG00000110075"
"NRXN2","ENSG00000110076"
"CPT1A","ENSG00000110090"
"FOLR1","ENSG00000110195"
"ANAPC15","ENSG00000110200"
"ARHGEF17","ENSG00000110237"
"APOA4","ENSG00000110244"
"CEP164","ENSG00000110274"
"GALNT18","ENSG00000110328"
"PVRL1","ENSG00000110400"
"HIPK3","ENSG00000110422"
"KIAA1549L","ENSG00000110427"
"SLC15A3","ENSG00000110446"
"MDK","ENSG00000110492"
"PTPMT1","ENSG00000110536"
"NAA40","ENSG00000110583"
"CARS","ENSG00000110619"
"ELMOD1","ENSG00000110675"
"SOX6","ENSG00000110693"
"PITPNM1","ENSG00000110697"
"AIP","ENSG00000110711"
"NUP98","ENSG00000110713"
"CHKA","ENSG00000110721"
"EXPH5","ENSG00000110723"
"HPS5","ENSG00000110756"
"VWF","ENSG00000110799"
"PSMD9","ENSG00000110801"
"LEPREL2","ENSG00000110811"
"PRPF40B","ENSG00000110844"
"MVK","ENSG00000110921"
"CAMKK2","ENSG00000110931"
"ATP5B","ENSG00000110955"
"SYT10","ENSG00000110975"
"RSRC2","ENSG00000111011"
"CYP27B1","ENSG00000111012"
"MYF6","ENSG00000111046"
"ACSS3","ENSG00000111058"
"TENC1","ENSG00000111077"
"GLI1","ENSG00000111087"
"WNT5B","ENSG00000111186"
"TRPV4","ENSG00000111199"
"PRR4","ENSG00000111215"
"PRMT8","ENSG00000111218"
"GPN3","ENSG00000111231"
"MYL2","ENSG00000111245"
"RAD51AP1","ENSG00000111247"
"CUX2","ENSG00000111249"
"SH2B3","ENSG00000111252"
"AKAP3","ENSG00000111254"
"KCNA1","ENSG00000111262"
"ACAD10","ENSG00000111271"
"GSG1","ENSG00000111305"
"OGFOD2","ENSG00000111325"
"RERGL","ENSG00000111404"
"RFC5","ENSG00000111445"
"GPR133","ENSG00000111452"
"TBC1D30","ENSG00000111490"
"CAND1","ENSG00000111530"
"MDM1","ENSG00000111554"
"CNOT2","ENSG00000111596"
"KRR1","ENSG00000111615"
"NOP2","ENSG00000111641"
"CHD4","ENSG00000111642"
"ACRBP","ENSG00000111644"
"GNB3","ENSG00000111664"
"TPI1","ENSG00000111669"
"SPSB2","ENSG00000111671"
"ATN1","ENSG00000111676"
"C12orf57","ENSG00000111678"
"PTPN6","ENSG00000111679"
"SLCO1B3","ENSG00000111700"
"GYS2","ENSG00000111713"
"LDHB","ENSG00000111716"
"PRKAB1","ENSG00000111725"
"ST8SIA1","ENSG00000111728"
"AICDA","ENSG00000111732"
"RAB35","ENSG00000111737"
"RIC8B","ENSG00000111785"
"FGFR1OP2","ENSG00000111790"
"COL12A1","ENSG00000111799"
"BTN3A3","ENSG00000111801"
"TDP2","ENSG00000111802"
"DSE","ENSG00000111817"
"RSPH4A","ENSG00000111834"
"MAK","ENSG00000111837"
"GCNT2","ENSG00000111846"
"FAM184A","ENSG00000111879"
"SERINC1","ENSG00000111897"
"NCOA7","ENSG00000111912"
"MTRF1L","ENSG00000112031"
"TULP1","ENSG00000112041"
"MRPL18","ENSG00000112110"
"PHACTR1","ENSG00000112137"
"ICK","ENSG00000112144"
"MDN1","ENSG00000112159"
"ZNF451","ENSG00000112200"
"BAG2","ENSG00000112208"
"GPR63","ENSG00000112218"
"ASCC3","ENSG00000112249"
"HDGFL1","ENSG00000112273"
"COL9A1","ENSG00000112280"
"MED23","ENSG00000112282"
"GPLD1","ENSG00000112293"
"AIM1","ENSG00000112297"
"VNN2","ENSG00000112303"
"KIAA1244","ENSG00000112379"
"OR12D3","ENSG00000112462"
"SLC39A7","ENSG00000112473"
"SLC22A2","ENSG00000112499"
"PHF1","ENSG00000112511"
"CUTA","ENSG00000112514"
"C6orf118","ENSG00000112539"
"SMOC2","ENSG00000112562"
"BYSL","ENSG00000112578"
"FAM120B","ENSG00000112584"
"PRPH2","ENSG00000112619"
"CUL9","ENSG00000112659"
"EXOC2","ENSG00000112685"
"SLC29A1","ENSG00000112759"
"WISP3","ENSG00000112761"
"BTN2A1","ENSG00000112763"
"LAMA4","ENSG00000112769"
"FBRSL1","ENSG00000112787"
"PCDHB2","ENSG00000112852"
"HARS2","ENSG00000112855"
"CEP72","ENSG00000112877"
"SEMA5A","ENSG00000112902"
"C7","ENSG00000112936"
"PAPD7","ENSG00000112941"
"NME5","ENSG00000112981"
"BRD8","ENSG00000112983"
"KIF20A","ENSG00000112984"
"MRPS30","ENSG00000112996"
"MRPS27","ENSG00000113048"
"GZMK","ENSG00000113088"
"CDH9","ENSG00000113100"
"APBB3","ENSG00000113108"
"IK","ENSG00000113141"
"HMGCR","ENSG00000113161"
"PCDHB3","ENSG00000113205"
"PCDHB5","ENSG00000113209"
"PCDHB6","ENSG00000113211"
"PCDHB7","ENSG00000113212"
"PDE8B","ENSG00000113231"
"GRM6","ENSG00000113262"
"ITK","ENSG00000113263"
"THBS4","ENSG00000113296"
"TTC1","ENSG00000113312"
"ARRDC3","ENSG00000113369"
"FAM172A","ENSG00000113391"
"SLC27A6","ENSG00000113396"
"AGXT2","ENSG00000113492"
"PCDH12","ENSG00000113555"
"C5orf15","ENSG00000113583"
"TRIM23","ENSG00000113595"
"C9","ENSG00000113600"
"RARS","ENSG00000113643"
"H2AFY","ENSG00000113648"
"ERGIC1","ENSG00000113719"
"CDX1","ENSG00000113722"
"BNIP1","ENSG00000113734"
"STC2","ENSG00000113739"
"HRH2","ENSG00000113749"
"EHHADH","ENSG00000113790"
"SMC4","ENSG00000113810"
"ACTR8","ENSG00000113812"
"BCL6","ENSG00000113916"
"NPHP3","ENSG00000113971"
"CD86","ENSG00000114013"
"AMOTL2","ENSG00000114019"
"UBE3A","ENSG00000114062"
"KAT2B","ENSG00000114166"
"BCHE","ENSG00000114200"
"SERPINI2","ENSG00000114204"
"LRRC31","ENSG00000114248"
"PFKFB4","ENSG00000114268"
"COL7A1","ENSG00000114270"
"ACAP2","ENSG00000114331"
"HYAL1","ENSG00000114378"
"FXR1","ENSG00000114416"
"CBLB","ENSG00000114423"
"BBX","ENSG00000114439"
"IQCG","ENSG00000114473"
"GBE1","ENSG00000114480"
"MORC1","ENSG00000114487"
"PLXNA1","ENSG00000114554"
"ATP6V1A","ENSG00000114573"
"SCAP","ENSG00000114650"
"EFCC1","ENSG00000114654"
"KIAA1257","ENSG00000114656"
"PLSCR4","ENSG00000114698"
"ACVR2B","ENSG00000114739"
"WDR48","ENSG00000114742"
"ABCC5","ENSG00000114770"
"ARHGEF26","ENSG00000114790"
"PLCH1","ENSG00000114805"
"DNAH1","ENSG00000114841"
"NKTR","ENSG00000114857"
"CLCN2","ENSG00000114859"
"FOXP1","ENSG00000114861"
"SLC4A3","ENSG00000114923"
"INO80D","ENSG00000114933"
"ADAM23","ENSG00000114948"
"LMAN2L","ENSG00000114988"
"PIKFYVE","ENSG00000115020"
"ZAP70","ENSG00000115085"
"TFCP2L1","ENSG00000115112"
"POMC","ENSG00000115138"
"OTOF","ENSG00000115155"
"ACVR1","ENSG00000115170"
"SLC30A3","ENSG00000115194"
"ITGB6","ENSG00000115221"
"ITGA4","ENSG00000115232"
"PPM1G","ENSG00000115241"
"PDE1A","ENSG00000115252"
"PCSK4","ENSG00000115257"
"APC2","ENSG00000115266"
"RPS15","ENSG00000115268"
"RTN4","ENSG00000115310"
"CCDC88A","ENSG00000115355"
"FN1","ENSG00000115414"
"DNAH6","ENSG00000115423"
"IGFBP2","ENSG00000115457"
"EFHD1","ENSG00000115468"
"GGCX","ENSG00000115486"
"EHBP1","ENSG00000115504"
"SF3B1","ENSG00000115524"
"ST3GAL5","ENSG00000115525"
"PDCL3","ENSG00000115539"
"ZNF142","ENSG00000115568"
"PRKAG3","ENSG00000115592"
"FHL2","ENSG00000115641"
"ABCB6","ENSG00000115657"
"SLC5A7","ENSG00000115665"
"HDLBP","ENSG00000115677"
"TPO","ENSG00000115705"
"PROC","ENSG00000115718"
"ODC1","ENSG00000115758"
"BIRC6","ENSG00000115760"
"NOL10","ENSG00000115761"
"STRN","ENSG00000115808"
"CEBPZ","ENSG00000115816"
"DCAF17","ENSG00000115827"
"SLC25A12","ENSG00000115840"
"DLX2","ENSG00000115844"
"DARS","ENSG00000115866"
"PLCL1","ENSG00000115896"
"SLC1A4","ENSG00000115902"
"PNO1","ENSG00000115946"
"ATF2","ENSG00000115966"
"THADA","ENSG00000115970"
"C2orf42","ENSG00000115998"
"VAX2","ENSG00000116035"
"ATP6V1B1","ENSG00000116039"
"EPHA4","ENSG00000116106"
"FARSB","ENSG00000116120"
"ALMS1","ENSG00000116127"
"BCL9","ENSG00000116128"
"PRRX1","ENSG00000116132"
"DHCR24","ENSG00000116133"
"MARK1","ENSG00000116141"
"SCP2","ENSG00000116171"
"TPSG1","ENSG00000116176"
"PAPPA2","ENSG00000116183"
"RALGPS2","ENSG00000116191"
"ANGPTL1","ENSG00000116194"
"RPL22","ENSG00000116251"
"CHD5","ENSG00000116254"
"AMPD2","ENSG00000116337"
"MECR","ENSG00000116353"
"EDEM3","ENSG00000116406"
"HDAC1","ENSG00000116478"
"SCAMP3","ENSG00000116521"
"ASH1L","ENSG00000116539"
"LAMTOR2","ENSG00000116586"
"MEF2D","ENSG00000116604"
"DOCK7","ENSG00000116641"
"SRM","ENSG00000116649"
"DNAJC6","ENSG00000116675"
"LEPR","ENSG00000116678"
"KIAA2013","ENSG00000116685"
"MFN2","ENSG00000116688"
"PRAMEF1","ENSG00000116721"
"PRAMEF12","ENSG00000116726"
"PRDM2","ENSG00000116731"
"RPE65","ENSG00000116745"
"AMPD1","ENSG00000116748"
"UCHL5","ENSG00000116750"
"TNNI3K","ENSG00000116783"
"PLEKHM2","ENSG00000116786"
"ZBTB17","ENSG00000116809"
"TFAP2E","ENSG00000116819"
"CD2","ENSG00000116824"
"ADPRHL2","ENSG00000116863"
"HAO2","ENSG00000116882"
"","ENSG00000116883"
"TBCE","ENSG00000116957"
"NID1","ENSG00000116962"
"NT5C1A","ENSG00000116981"
"MTR","ENSG00000116984"
"ZP4","ENSG00000116996"
"ZNF684","ENSG00000117010"
"KCNQ4","ENSG00000117013"
"AKT3","ENSG00000117020"
"ETV3","ENSG00000117036"
"SLAMF1","ENSG00000117090"
"LPHN2","ENSG00000117114"
"PADI2","ENSG00000117115"
"KDM5B","ENSG00000117139"
"UAP1","ENSG00000117143"
"IGSF21","ENSG00000117154"
